person,first_seen_s,last_seen_s,present_s,standing_still_s,walked_px,mostly_in_region,shopper_type,stops,walking_speed_px_s,path
0,0.08,9.97,9.93,9.84,4,bottom-left,browsing,2,42.1,bottom-left > bottom-centre > bottom-left
